,title,abstract,paragraph,pub_date
924,7th Death in Medical Abortion,"Federal health authorities find seventh death linked to medical abortion, although woman who died did not take drug RU-486; announcement is made at FDA meeting of scientists from leading health agencies; six women have died after taking RU-486 since 2000, but officials are now looking into other factors (S)","ATLANTA, May 11 - Federal health authorities said Thursday that they had discovered a seventh death linked to a medical abortion, although the woman who died did not take the abortion drug RU-486.",2006-05-12T05:00:00+0000
925,"After Roe, South Carolina Considers More Restrictions on Abortion","The state legislature was the first to step into a post-Roe world, clearing the path for full bans in other conservative states.","COLUMBIA, S.C. — Nearly two weeks after the Supreme Court overturned the constitutional right to abortion established by Roe v. Wade, South Carolina lawmakers became the first to consider more restrictive legislation.",2022-07-07T23:26:21+0000
926,No Abortion Decision Yet,"LEAD: The Justices of the Supreme Court are apparently giving themselves one more weekend to decide two of the hardest cases of the term: the Missouri abortion case and one concerning the display of a Nativity scene in the government building of Allegheny County, Pa.","The Justices of the Supreme Court are apparently giving themselves one more weekend to decide two of the hardest cases of the term: the Missouri abortion case and one concerning the display of a Nativity scene in the government building of Allegheny County, Pa.",1989-06-30T05:00:00+0000
927,"Abortion, Intimidation and Death","LEAD: By capitulating to activists who regard abortion as immoral, a French company called Groupe Roussel Uclaf may be committing a larger immorality, ordaining the death of tens of thousands of women around the world. That's the judgment of people who should know - doctors attending the current World Congress of Gynecology and Obstetrics in Rio de","By capitulating to activists who regard abortion as immoral, a French company called Groupe Roussel Uclaf may be committing a larger immorality, ordaining the death of tens of thousands of women around the world. That's the judgment of people who should know - doctors attending the current World Congress of Gynecology and Obstetrics in Rio de Janeiro.",1988-10-28T05:00:00+0000
928,"Abortion, the Voters and the Court","LEAD: Voters in Tuesday's elections confirmed a new and startling political truth about abortion: The issue, once seemingly a winner for right-to-life candidates, can now punish these candidates at the polls. It can turn or swell the tide for pro-choice candidates like James Florio in New Jersey, Douglas Wilder in Virginia and David Dinkins in New York City.","Voters in Tuesday's elections confirmed a new and startling political truth about abortion: The issue, once seemingly a winner for right-to-life candidates, can now punish these candidates at the polls. It can turn or swell the tide for pro-choice candidates like James Florio in New Jersey, Douglas Wilder in Virginia and David Dinkins in New York City. Energized by a hostile Supreme Court, the defenders of a woman's right to choose are no longer on the defensive.",1989-11-13T05:00:00+0000
929,"Abortion, Gay Marriage and Money",A few odds and ends of news at week’s end.,This week ends with news headlines and personalities that send us right back to the 2008 campaign. Sarah Palin. Abortion. Steve Schmidt. Gay Marriage. Campaign finance reports. ,2009-04-17T21:41:41+0000
930,HIGH COST OF ABORTIONS,Lrs on K Munroe Dec 29 article criticizing Calif's reform law,,1969-01-12T05:00:00+0000
931,"Pressing for Abortion, in the Name of Family","LEAD: FOR the organized women's movement, last Sunday's march in Washington was an occasion for renewal. It provided a small jolt to those who thought that something called feminism was dead and reminded this city that mass protest was not just something out of the 1960's.","FOR the organized women's movement, last Sunday's march in Washington was an occasion for renewal. It provided a small jolt to those who thought that something called feminism was dead and reminded this city that mass protest was not just something out of the 1960's.",1989-04-16T05:00:00+0000
932,Abortion Foes Aim to Compete With Turnout for Women’s March,This year’s anti-abortion march in Washington – the 44th annual March for Life — was expected to be a celebratory event at which abortion foes could savor a few wins.,Opponents of abortion watching the women’s march on their televisions last Saturday stewed as they saw the Planned Parenthood logo over the stage and the actress Scarlett Johansson praising the group for the gynecological care she received as a teenager.,2017-01-26T07:00:26+0000
933,7th Death in Medical Abortion,"Federal health authorities linked another woman's death to a medical abortion, but they said the woman did not take the drug RU-486 used by six others who died.","ATLANTA, May 11  Federal health authorities said Thursday that they had discovered a seventh death linked to a medical abortion, although the woman who died did not take the abortion drug RU-486.",2006-05-12T04:00:00+0000
934,Abortion Law Challenged,"W R Baird, birth-control advocate, challenges Mass abortion law in suit",,1969-06-03T05:00:00+0000
935,Michigan Judge Suspends an Abortion Ban From 1931,The law is obsolete because of Roe v. Wade but still on the books. Abortion rights advocates are worried that a potential Supreme Court ruling overturning Roe will revive it.,A Michigan judge has pre-emptively blocked enforcement of a 1931 law that would ban abortions in almost all cases if the Supreme Court takes an expected step to overturn the constitutional right to abortion.,2022-05-17T23:55:36+0000
936,Abortion Restriction Advances in Senate,"The Senate rejected Democratic efforts yesterday to change or delay a ban on a disputed abortion procedure, and it was all but certain that the body, controlled by Republicans, would adopt the measure today.  ","The Senate rejected Democratic efforts yesterday to change or delay a ban on a disputed abortion procedure, and it was all but certain that the body, controlled by Republicans, would adopt the measure today.",2003-03-13T05:00:00+0000
937,Delinking Abortion and Breast Cancer,"Editorial says National Cancer Institute study has determined unequivocally that that there is no association between abortions and breast cancer; says if science prevails, new study should provide antidote to scaremongering by anti-abortion groups","A crude effort by anti-abortion groups and their supporters in Congress to associate abortion with an increased risk of breast cancer can now be stopped in its tracks. A definitive scientific judgment has been rendered on this overheated issue. The best minds that could be assembled by the National Cancer Institute have determined unequivocally that no such link exists. The epidemiological evidence to support this conclusion is considered ''well established,'' the highest of four categories of proof in the government's rankings of strength of evidence.",2003-03-11T05:00:00+0000
938,Abortion Court Named,judges named,,1969-11-07T05:00:00+0000
939,Decline in Abortions Reported,LEAD: Federal health officials have reported a decrease in the number of abortions in the United States for the first time since record-keeping began in 1969.,Federal health officials have reported a decrease in the number of abortions in the United States for the first time since record-keeping began in 1969.,1987-08-25T05:00:00+0000
940,A ’95/10’ Plan on Abortion,,,2006-02-17T13:52:14+0000
941,Medical Definitions of Abortion Techniques,"WASHINGTON, Nov. 5 (AP) — Abortion restrictions being signed into law today are creating confusion over just what the ban covers."," WASHINGTON, Nov. 5 (AP) — Abortion restrictions being signed into law today are creating confusion over just what the ban covers. ",2003-11-05T05:00:00+0000
942,Court Nudged On Abortions,"  Though no Federal statutes are involved in the abortion-law appeals pending before the United States Supreme Court, the Justice Department made good on Attorney General William French Smith promise to encourage ''judicial restraint'' in cases involving social issues.   In a move that delighted antiabortion groups and others who regard Federal judges as overly meddlesome, it weighed in with an unusual ''friend of the court brief.''","Though no Federal statutes are involved in the abortion-law appeals pending before the United States Supreme Court, the Justice Department made good on Attorney General William French Smith promise to encourage ''judicial restraint'' in cases involving social issues.",1982-08-01T05:00:00+0000
943,A Community Divided Over Abortion,,,2006-10-31T15:42:00+0000
944,Stalling on Abortion Reform,ed deplores stalling,,1969-03-14T05:00:00+0000
945,Abortion Reform Urged,Amer Bapt Conv delegates adopt resolution calling for liberalization of abortion laws; details,,1968-06-02T05:00:00+0000
946,"Biden Issues Executive Order on Abortion Access, Calling for More Study","The order is short on specifics, directing federal officials to consider how to help those traveling out of state for abortions.","WASHINGTON — Since even before the Supreme Court struck down Roe v. Wade, Democrats have pressured President Biden to take action to protect abortion rights.",2022-08-03T11:16:17+0000
947,Are abortion medications delivered by mail illegal?,"The end of Roe v. Wade will make little immediate difference on access to medications, though legal experts say that could change as more trigger laws are certified.","It is still legal in most states to receive abortion medication by mail, which has been allowed since December 2021, when the Food and Drug Administration lifted a restriction that required patients to obtain the pills from a certified provider.",2022-06-24T21:56:22+0000
948,Controversy Over Abortion Art,"A Yale University art student’s startling claim that she artificially inseminated herself, induced repeated abortions and used the blood for her senior project is false, Yale officials said after her account was published in the student newspaper, The Associated Press reported. In an article on Thursday in The Yale Daily News, the student, Aliza Shvarts, was quoted as saying she had inseminated herself “as often as possible” while taking herbal drugs to induce miscarriages as her senior year performance art piece. Her account found its way to the Internet and news outlets before Yale said it had investigated and found it to be false. “The entire project is an art piece, a creative fiction designed to draw attention to the ambiguity surrounding form and function of a woman’s body,” said Helaine Klasky, a university spokeswoman. Ms. Klasky said that when confronted by three Yale officials, Ms. Shvarts acknowledged that she had never been pregnant and did not induce abortions. On Friday, however, Ms. Shvarts had insisted that she had really experienced “repeated, self-induced miscarriages,” although she had said that she had never known if she was actually pregnant. Ms. Klasky responded that the university had expected her to maintain her story: “She said if Yale puts out a statement saying she did not do this, she would say Yale was doing that to protect its reputation.” In Friday’s Yale Daily News, Ms. Shvarts said she planned to display a work that consisted of a cube lined with plastic sheets, with a mixture of blood and petroleum jelly in between, onto which she would project video footage of herself “experiencing miscarriages in her bathroom tub.” Andrew Mangino, the editor in chief of the Yale Daily News, said the newspaper had published the article after receiving a news release about the project. The Associated Press said it was unable to reach Ms. Shvarts for further comme","A Yale University art student’s startling claim that she artificially inseminated herself, induced repeated abortions and used the blood for her senior project is false, Yale officials said after her account was published in the student newspaper, The Associated Press reported. In an article on Thursday in The Yale Daily News, the student, Aliza Shvarts, was quoted as saying she had inseminated herself “as often as possible” while taking herbal drugs to induce miscarriages as her senior year performance art piece. Her account found its way to the Internet and news outlets before Yale said it had investigated and found it to be false. “The entire project is an art piece, a creative fiction designed to draw attention to the ambiguity surrounding form and function of a woman’s body,” said Helaine Klasky, a university spokeswoman. Ms. Klasky said that when confronted by three Yale officials, Ms. Shvarts acknowledged that she had never been pregnant and did not induce abortions. On Friday, however, Ms. Shvarts had insisted that she had really experienced “repeated, self-induced miscarriages,” although she had said that she had never known if she was actually pregnant. Ms. Klasky responded that the university had expected her to maintain her story: “She said if Yale puts out a statement saying she did not do this, she would say Yale was doing that to protect its reputation.” In Friday’s Yale Daily News, Ms. Shvarts said she planned to display a work that consisted of a cube lined with plastic sheets, with a mixture of blood and petroleum jelly in between, onto which she would project video footage of herself “experiencing miscarriages in her bathroom tub.” Andrew Mangino, the editor in chief of the Yale Daily News, said the newspaper had published the article after receiving a news release about the project. The Associated Press said it was unable to reach Ms. Shvarts for further comment.",2008-04-19T04:00:00+0000
949,Anti-Abortion Activist Limited in Protest,"New York State Supreme Court Justice Joseph De Maro orders Rev John Murphy, suspended priest and anti-abortion activist and his group not to trespass at abortion clinic in East Garden City, Long Island, or risk contempt charges and jailing; photo (S)","A state court has ordered the Rev. John Murphy, a suspended Roman Catholic priest and anti-abortion activist, to stay off the site of a Nassau County abortion clinic.",2001-06-10T05:00:00+0000
950,"Comic or Graphic, Shows About Abortion Surface a Stark Divide","Decidedly anti-sensationalistic, Alison Leiby’s shrewd and funny personal monologue plays downtown. Uptown, a staged reading focuses on a gruesome case.","A few nights after the leak of the Supreme Court draft opinion that would overturn the right to abortion protected by Roe v. Wade, the comedian Alison Leiby walked onto the stage of the Cherry Lane Theater, in Manhattan’s West Village, to greet the audience before her monologue.",2022-05-11T18:56:23+0000
951,How Abortion Bans Are Restricting Miscarriage Care,The reversal of Roe v. Wade has caused some doctors to worry that recommending certain procedures might have legal repercussions.,"Across the United States, Republicans emboldened by the overturning of Roe v. Wade are passing laws intended to stop medical staff from providing an abortion.",2022-07-20T10:00:10+0000
952,Abortion Law Assailed,State Sen study com urges Mich Legis liberalize abortion law despite RC opposition,,1969-02-05T05:00:00+0000
953,"Abortion Changes, But How Much?","The RU-486 announcement yesterday arrived with a lot of emphatic declarations attached: ""historic moment,"" ""milestone,"" ""most significant technological advance in women's reproductive health care since the birth control pill."" That last characterization was from Gloria Feldt, president of Planned Parenthood, responding to the news that the Food and Drug Administration had finally approved the marketing of what's come to be known as the abortion pill."," The RU-486 announcement yesterday arrived with a lot of emphatic declarations attached: ""historic moment,"" ""milestone,"" ""most significant technological advance in women's reproductive health care since the birth control pill."" That last characterization was from Gloria Feldt, president of Planned Parenthood, responding to the news that the Food and Drug Administration had finally approved the marketing of what's come to be known as the abortion pill. ",2000-09-29T05:00:00+0000
954,2008: Abortion and the G.O.P. Primary,"Two top G.O.P. contenders, both of whom held socially moderate positions while running liberal localities, are dealing with the abortion issue in very different ways.","A report by Politico.com Monday evening that Rudolph W. Giuliani donated $900 to Planned Parenthood, an abortion rights advocacy group and provider, adds a new wrinkle to the former New York mayor’s efforts to persuade conservatives to look past his social views. Speaking in Iowa Monday, Senator John McCain said it would be “tough” for a candidate who supports abortion rights to win the G.O.P. nod.",2007-05-08T13:56:49+0000
955,Missouri Senate Advances Fetal Heartbeat Abortion Bill,The Missouri Senate passed a bill early Thursday that would prohibit abortion at around eight weeks. The State House and governor still need to approve it.,"Lawmakers in Missouri on Thursday advanced a bill that would ban abortions after a fetal heartbeat is detected. If the legislation passes, Missouri would become the fifth state this year to adopt such a policy, which would prohibit abortion at about eight weeks.",2019-05-16T16:09:31+0000
956,Curbing Funds for Abortion Advice,"LEAD: Throughout his Administration, President Reagan has made it clear that he believes abortion is wrong. While members of the anti-abortion movement have been heartened to have an ally in the White House, they have been frustrated that there is still no ''Human Life Amendment'' extending Constitutional protection to the unborn.","Throughout his Administration, President Reagan has made it clear that he believes abortion is wrong. While members of the anti-abortion movement have been heartened to have an ally in the White House, they have been frustrated that there is still no ''Human Life Amendment'' extending Constitutional protection to the unborn.",1987-08-02T05:00:00+0000
957,Abortion Politics,Ed lauds Abp Joseph L Bernardin statement that RC ch is 'absolutely neutral' in Pres election; holds that abortion cannot rationally or properly be made part of Pres campaign dialogue,The announcement by the Roman Catholic hierarchy that the church leadership is “absolutely neutral” in the Presidential contest removes a potentially divisive element from the campaign. The bishops’ earlier meetings with President Ford and former Governor Carter to discuss the candidates’ stand on abortion created the disconcerting impression that religious institutions as such were being introduced into the political arena—with potentially damaging effects on politics and religion alike.,1976-09-18T05:00:00+0000
958,My Father's Abortion War,"On Oct. 23, 1998, a Friday evening, at about 6, Barnett Slepian, an obstetric gynecologist from Amherst, N.Y., called my parents' home. He was phoning because, that weekend, as on every third weekend of the month, he was scheduled to cover deliveries for my father. A few hours later, after attending a memorial service commemorating the death of his father, as he stood in his kitchen waiting for a bowl of split-pea soup to heat in the microwave, Dr. Slepian was shot in the back by a sniper hiding in the wooded area behind his home. Within a few hours he was pronounced dead.  ","On Oct. 23, 1998, a Friday evening, at about 6, Barnett Slepian, an obstetric gynecologist from Amherst, N.Y., called my parents' home. He was phoning because, that weekend, as on every third weekend of the month, he was scheduled to cover deliveries for my father. A few hours later, after attending a memorial service commemorating the death of his father, as he stood in his kitchen waiting for a bowl of split-pea soup to heat in the microwave, Dr. Slepian was shot in the back by a sniper hiding in the wooded area behind his home. Within a few hours he was pronounced dead.",2006-01-22T05:00:00+0000
959,How to Help Protect Abortion Rights in Alabama and Georgia,America is in an era of extreme anti-abortion laws.,This editorial has been updated to reflect news developments.,2019-05-15T16:52:06+0000
960,How to Help Protect Abortion Rights in Alabama and Georgia,America is in an era of extreme anti-abortion laws.,This editorial has been updated to reflect news developments.,2019-05-15T16:52:06+0000
961,2008: Fred Thompson and Abortion,Fred D. Thompson is denying statements from an abortion rights group that he lobbied the White House for them in 1991.,"For many G.O.P. primary voters, Fred D. Thompson is the alternative to the current major Republican candidates because they believe he’s both reliably conservative and viable in a national election. But new questions are surfacing about his reliability on the abortion issue. ",2007-07-07T14:20:23+0000
962,Against Abortion but in Favor of Choice,"Many Latin American immigrant women participating in abortion rights march in Washington believe abortion is morally wrong, but that people should have right to choose; such parallel views that abortion is wrong and that it should be legal are fairly common among Hispanics, group that march's organizers worked hard to court; photo (M)","Daniela Taveras could never have an abortion. Fabiola Peña believes it is morally wrong. Estrella Flores shakes her head at the thought. They were raised to view abortion as sin, in Latin American countries where it is illegal.",2004-04-26T05:00:00+0000
963,What if You Had Abortion Pills in Your Medicine Cabinet?,Doctors need to consider ways to adapt to this era of waning abortion access.,"In 2018, the Austria-based nonprofit Aid Access began offering Americans a new service: For the first time, pregnant people could obtain abortion pills by mail, with a prescription from a licensed physician, without ever visiting a clinic. For years, the group’s founder, Dr. Rebecca Gomperts, had been doing similar work overseas. But as abortion rights were steadily eroded by Republican-controlled legislatures, Dr. Gomperts found herself inundated with requests from the United States and decided to act.",2021-10-13T23:00:07+0000
964,Protect Abortion Rights,"LEAD: The 14th anniversary of the Supreme Court's decision in Roe v. Wade, which legalized abortion, finds us with a continuing paradox. In private, abortion has become an essential and integral component of women's health care and the care of families. Publicly, we remain deeply divided, and further legal protections, including perhaps a constitutional amendment, are needed to preserve a woman's right to obtain a safe abortion.","LEAD: The 14th anniversary of the Supreme Court's decision in Roe v. Wade, which legalized abortion, finds us with a continuing paradox. In private, abortion has become an essential and integral component of women's health care and the care of families. Publicly, we remain deeply divided, and further legal protections, including perhaps a constitutional amendment, are needed to preserve a woman's right to obtain a safe abortion.",1987-01-22T05:00:00+0000
965,Reading Between the Lines for Gorsuch’s Views on Abortion,"Human life is “inherently valuable,” Judge Neil Gorsuch, President Trump’s Supreme Court nominee, wrote in a book on assisted suicide and euthanasia.","WASHINGTON — Some of the current members of the Supreme Court had written books before they were nominated. Remember “Civil Procedure in Sweden,” by Justice Ruth Bader Ginsburg? Or “Regulation and Its Reform,” by Justice Stephen G. Breyer?",2017-02-06T10:00:16+0000
966,The Abortion Decision,"The Supreme Court's landmark 1973 abortion decision indicated that termination of a pregnancy was basically a decision for the woman to make for herself. It thereby limited the extent to which the state could participate in that decision. In the abortion cases decided this week, the denial of a requirement for a husband's consent to his wife's abortion and the limitation of parental participation in decisions where minors are involved are but logical extensions of the original opinion.","The Supreme Court's landmark 1973 abortion decision indicated that termination of a pregnancy was basically a decision for the woman to make for herself. It thereby limited the extent to which the state could participate in that decision. In the abortion cases decided this week, the denial of a requirement for a husband's consent to his wife's abortion and the limitation of parental participation in decisions where minors are involved are but logical extensions of the original opinion.",1976-07-03T05:00:00+0000
967,Irish Catholic Church Condemns Abortion Legislation,"Irish bishops called the legislation, which would permit abortions in cases where a threat existed to a woman’s life, morally unacceptable.","DUBLIN — The Catholic Church in Ireland on Friday condemned the government’s abortion legislation, which would permit abortions in cases where a threat existed to a woman’s life, including from suicide. The church called the legislation “a dramatically and morally unacceptable change to Irish law.”",2013-05-03T16:21:06+0000
968,Obama Explores Abortion Issue,The candidate describes an American struggle,"NEW HAMPTON, Iowa – In recent presidential races, when candidates on either side of the ticket would open the floor to take questions from voters, it was fair bet that someone would ask about abortion. This year, at least during the first nine months of the campaign, the issue seems to be aired with far less frequency.",2007-10-06T18:22:25+0000
969,The Supreme Court Was Right to Allow Anti-Abortion Protests,The First Amendment protects speech we hate just as vigorously as speech we support.,"CAMBRIDGE, Mass. — Even as a committed supporter of a woman’s — increasingly imperiled — right to choose, I must acknowledge that the Supreme Court got it right on Thursday.",2014-06-27T00:59:29+0000
970,The Abortion Issue,T Wicker article says abortion is not one of real problems that face US; says pursuit of const amendment by RC hierarchy is bound to reawaken religious echoes not heard in pol since '60,"President Ford is playing a dangerous and highly political game in his support for a constitutional amendment that would permit the states to ban abortion. His repetition of that support, at a White House news conference left little doubt that he intends to press this issue.",1976-09-10T05:00:00+0000
971,Brazil’s Supreme Court Considers Decriminalizing Abortion,A rare two-day public hearing on abortion comes as legislators are trying to restrict the practice.,"PETRÓPOLIS, Brazil — For three days after she had an illegal abortion, Ingriane Barbosa Carvalho hemorrhaged in silence. Even as she writhed in pain, and an infection caused by the botched procedure spread, Ms. Carvalho insisted to relatives she was just nursing a stomach bug.",2018-08-03T14:23:23+0000
972,High Court Ruling on Abortion Is Expected; Cost of Safety Regulations Series of Abortion Rulings,"WASHINGTON, June 29--Like a state legislature that saves the toughest issues for last, the Supreme Court enters the final week of its 1979-80 term tomorrow with four of the most important and controversial decisions yet to be announced.  ",,1980-06-30T05:00:00+0000
973,"In Alabama, Opposition to Abortion Runs Deep","Even before the near-total ban that Alabama’s governor signed late Wednesday, only three clinics remained in the state. The state is aiming for zero.","MONTGOMERY, Ala. — Even before Alabama passed one of the nation’s most restrictive bans on abortions in decades, the procedure had been in decline in the state after years of limits.",2019-05-16T23:41:02+0000
974,3 Novels Explore the Abortion Debate,"How would life in the United States change for women if terminating a pregnancy was outlawed? A recent novel imagines the outcome, and two others delve into the issue.","As several states, including Alabama and Georgia, move to restrict abortion, here are three novels that explore the wide range of perspectives on the issue — from evangelicals, abortion providers, women with unwanted pregnancies and more.",2019-05-15T17:04:07+0000
975,Britain's Abortion Law,ed lauding legis deplores 'illiberal' US laws,,1967-10-27T05:00:00+0000
976,Supreme Court Seems Poised to Uphold Mississippi’s Abortion Law,"It was less clear whether the court’s conservative majority would overrule Roe v. Wade, the decision establishing a constitutional right to abortion.","The Supreme Court seemed poised on Wednesday to uphold a Mississippi law that bans abortions after 15 weeks of pregnancy, in what would be a momentous and polarizing decision to roll back the abortion rights the court has defined over the last half century.",2021-12-02T00:02:32+0000
977,South Carolina Shows Where the Anti-Abortion Movement Is Headed,"Taking their cue from Trump, absolutists are going all out to overturn Roe v. Wade.","South Carolina last month became the latest state to pass a so-called heartbeat ban, criminalizing abortion after fetal cardiac activity or a heartbeat is detected, typically between six and eight weeks into a pregnancy. A federal court promptly blocked the law from taking effect, underscoring the concerns of some abortion opponents that the approach was too extreme and would be counterproductive.",2021-03-03T10:00:15+0000
978,The Abortion Debate,"Article by Joseph A O'Hare, editor‐in‐chief of Jesuit wkly rev America, on natl abortion debate; says Amer RC bishops have right to join debate on public morality; scores as double standard argument promoted by Religious Coalition for Abortion Rights (M)","I would like to say a word for the right of the American Roman Catholic bishops to be wrong. Even the most loyal Catholic may not always find the bishops the most adroit political tacticians in their collective actions. But surely they have a right to join the national debate on our public morality. More specifically, one may question the wisdom of one or another element in their “pastoral plan for prolife activities.” But to charge that the attempt to promote a constitutional amendment to restrict abortion is undemocratic is to impose a double standard on the abortion debate.",1976-02-08T05:00:00+0000
979,Abortion Is No Longer a Crime in Mexico. But Will Doctors Object?,Another battle looms over whether public hospitals will be required to offer the procedure.,"MEXICO CITY — As soon as the nurse found out that she had an abortion at home, Fernanda García knew she was in danger. The nurse began yelling that she was a criminal, that what she had done was wrong, that she would be sent to jail.",2021-09-13T07:00:09+0000
980,Republicans Block Abortion Rights Measure in Senate,"With a Supreme Court ruling looming, both parties expect the issue to resonate in this year’s midterm elections.",WASHINGTON — Republicans on Monday blocked the Senate from taking up sweeping abortion rights legislation as Democrats sought to put lawmakers on the record on the issue in advance of the midterm elections and a coming Supreme Court ruling on access to abortion.,2022-03-01T00:19:09+0000
981,Yelp Will Pay for Employees to Travel for Abortion Access,"The company has relatively few workers in Texas, which has the most restrictive abortion law.","Yelp announced on Tuesday that it would cover expenses for its employees and their spouses who must travel out of state for abortion care, becoming the latest company to respond to a Texas law that bans the procedure after about six weeks of pregnancy.",2022-04-12T09:00:22+0000
982,South Carolina Shows Where the Anti-Abortion Movement Is Headed,"Taking their cue from Trump, absolutists are going all out to overturn Roe v. Wade.","South Carolina last month became the latest state to pass a so-called heartbeat ban, criminalizing abortion after fetal cardiac activity or a heartbeat is detected, typically between six and eight weeks into a pregnancy. A federal court promptly blocked the law from taking effect, underscoring the concerns of some abortion opponents that the approach was too extreme and would be counterproductive.",2021-03-03T10:00:15+0000
983,Abortion Rises as a Pivotal Issue for At-Risk Senate Republicans,"The Supreme Court’s rejection of a restrictive Louisiana abortion law, and Justice Brett M. Kavanaugh’s dissent, may create new challenges for Susan Collins and other Republican senators up for re-election.",It did not take Sara Gideon long to leverage Monday’s Supreme Court ruling on abortion in her race against Senator Susan Collins.,2020-06-29T18:59:46+0000
984,"At Sundance, Two Films Look at Abortion and the Jane Collective","In the years leading up to Roe v. Wade, a Chicago group helped thousands of women obtain the procedure safely. A documentary and a feature tell their story.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",2022-01-20T19:36:07+0000
985,Google Changes Abortion Ad Policy,"Advertisers must be certified as providing or not providing abortions, and Google will include disclosures on ads about ending pregnancy.","Advertisers planning to run ads on Google referring to abortion services in the United States, Britain and Ireland must first get clearance from the search giant, the company said in an online post.",2019-05-21T18:46:51+0000
986,Abortion Reform--Elsewhere,"ed, citing liberalized abortion laws passed in 4 states, '67, deplores failure of NYS Legis to enact reforms",,1967-06-19T05:00:00+0000
987,Doctor Informed State of 10-Year-Old Girl’s Abortion,A document obtained by The New York Times shows that the Indiana obstetrician reported the child’s abortion to the state.,"A lawyer for the Indiana obstetrician who has drawn national attention for providing abortion care to a 10-year-old rape victim said on Thursday that the doctor had taken “every appropriate and proper action” in the case — including filing necessary forms to report the abortion with state authorities, contrary to the assertions of Indiana’s attorney general.",2022-07-15T01:35:30+0000
988,F.D.A. Will Permanently Allow Abortion Pills by Mail,"The decision will broaden access to medication abortion, an increasingly common method, but many conservative states are already mobilizing against it.",The federal government on Thursday permanently lifted a major restriction on access to abortion pills. It will allow patients to receive the medication by mail instead of requiring them to obtain the pills in person from specially certified health providers.,2021-12-16T21:29:59+0000
989,Oklahoma Governor Vetoes Bill That Would Charge Abortion Doctors,"A day after the Legislature passed a bill that would make it a felony to perform an abortion, Gov. Mary Fallin rejected the measure as vague and unconstitutional.","Gov. Mary Fallin of Oklahoma vetoed a bill on Friday that would impose felony charges on doctors who perform abortions, calling the measure vague and unconstitutional.",2016-05-20T23:14:00+0000
990,Inside the Last Abortion Clinic in Mississippi,"The clinic, which is busier than ever, is at the center of a Supreme Court case that could lead to one of the most consequential decisions on abortion rights in decades.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",2021-11-30T10:00:25+0000
991,"In Reversal, Guatemala Shelves Anti-Abortion Law","President Alejandro Giammattei said he would veto the bill days after his allies pushed it through the legislature, a move that surprised analysts, human rights activists and officials.","GUATEMALA CITY — Guatemala’s congress on Tuesday shelved a bill that would have imposed up to 10 years of jail time for women who obtained abortions, an abrupt reversal that follows days of protests, legal challenges and widespread disapproval of the measure, including from a prominent anti-abortion group.",2022-03-16T00:29:31+0000
992,Andrew Cuomo: Trump’s Assault on Abortion Rights Must Be Rejected,The president and the religious right are spreading falsehoods about abortion laws to inflame their base.,"In his State of the Union address on Tuesday night, President Trump attacked the law that New York passed last month codifying a woman’s right to an abortion, and he proposed federal legislation to roll back the protections provided by the 1973 Roe v. Wade decision. The president’s diatribe was part of the far-right’s escalation of its assault on a woman’s constitutional rights. ",2019-02-06T11:00:05+0000
993,Why Courts Shouldn’t Ignore the Facts About Abortion Rights,How far can states go in setting rules that restrict the procedure?,"At the core of the most important Supreme Court abortion case in a generation is a series of questions about facts. In deciding the constitutionality of a law that would shut down most abortion clinics in a state in the name of protecting women’s health, which facts about the law’s rationale and its impact may a court consider? Which facts must a court consider? Are there facts a court must ignore entirely?",2016-02-27T19:30:30+0000
994,Abortion Law Repeal,lr urges NYS law repeal,,1969-04-01T05:00:00+0000
995,Greece to Permit Abortions,"  Parliament has passed a law permitting Greek women to have abortions on demand at state expense. The new law, approved by acclamation in a late-night session Thursday, replaces a rarely enforced 1950 law that made abortion a criminal offense in Greece.","Parliament has passed a law permitting Greek women to have abortions on demand at state expense. The new law, approved by acclamation in a late-night session Thursday, replaces a rarely enforced 1950 law that made abortion a criminal offense in Greece.",1986-06-14T05:00:00+0000
996,"War on Abortion, and the Poor","LEAD: President Reagan's proposed new rules for family planning clinics purport to reduce abortions. Their main effect would be to harass the poor.  Every year more than four million women, 80 percent of whom are low-income, visit the 4,500 federally supported family planning clinics. Some seek advice about contraception; others want to know if they are pregnant and if so, what their options are.","President Reagan's proposed new rules for family planning clinics purport to reduce abortions. Their main effect would be to harass the poor. Every year more than four million women, 80 percent of whom are low-income, visit the 4,500 federally supported family planning clinics. Some seek advice about contraception; others want to know if they are pregnant and if so, what their options are. Poor women, in other words, ask the same questions that more affluent women ask their doctors, and they deserve the same answers. The Administration's new regulations for the Title X family planning program, however, would give them second-class care.",1987-09-04T05:00:00+0000
997,Banning Abortion Doesn’t Protect Women’s Health,Black women suffer from reproductive politicking more than other women. ,"During its coming term, the Supreme Court will review the constitutionality of a Mississippi anti-abortion law that criminalizes abortions after 15 weeks of pregnancy. Already in Mississippi, only one abortion clinic remains to serve the entire state. This new law, one of the most restrictive anti-abortion measures yet, provides no exemptions in cases of rape or incest. Many see it as the gravest threat to Roe v. Wade ever taken up by the Supreme Court. They are not wrong.",2021-07-09T09:00:20+0000
998,Gains for Abortion Reform,ed welcomes gains toward abortion reform,,1969-03-08T05:00:00+0000
